property_name,area_type,property_type,status,furnishing,facing,description,price,price_num,square_feet,price_per_sqft,floor_info,max_floors
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,New Property,Ready to Move,Semi-Furnished,North - West,"it is a lowrise building,though on main road no traffic disturbances,as it is garden facing.Gaytri yagna perfomed in these two adjoing flats,next flat no.403B is also for sale,so u can buy both flats and can join to make giant Flats of 5 bedroom .with lower price.Read more",₹29.5 Lac ,2950000.0,1187.0,2485.0,4.0,5.0
"2 BHK Apartment for Sale in Samarth Park, Adajan Surat",Carpet Area,Resale,Ready to Move,Unfurnished,East,,₹33 Lac ,3300000.0,670.0,3667.0,10.0,10.0
1 BHK Apartment for Sale in Kadodar Surat,Carpet Area,Resale,Ready to Move,Unfurnished,East,"East Facing, Water",₹18 Lac ,1800000.0,680.0,2400.0,2.0,3.0
2 BHK  House for Sale in Varachha Main Road Surat,Carpet Area,Resale,Ready to Move,Semi-Furnished,North - East,,₹50 Lac ,5000000.0,578.0,8636.0,0.0,2.0
"2 BHK Apartment for Sale in Maa Gayatri Apartment, Citylight Area Surat",Carpet Area,Resale,Ready to Move,Semi-Furnished,East,,₹35 Lac ,3500000.0,1100.0,3181.818181818182,2.0,4.0
2 BHK Apartment for Sale in Bhumi complex Surat,Super Area,Resale,Ready to Move,Semi-Furnished,North,"2 bhk semi furnished, very good ventilation, overlooking main road,Read more",₹30 Lac ,3000000.0,950.0,3158.0,3.0,6.0
"2 BHK Apartment for Sale in Samruddhi Apartment, Chauta Bazar Surat",Carpet Area,New Property,Ready to Move,Semi-Furnished,East,,₹28 Lac ,2800000.0,750.0,2435.0,2.0,5.0
3 BHK Apartment for Sale in Adajan Surat,Super Area,Resale,Ready to Move,Unfurnished,East,very prime location with all facilities surrounding,₹39 Lac ,3900000.0,1141.0,3418.0,2.0,3.0
2 BHK Apartment for Sale in Punagam Surat,Carpet Area,Resale,Ready to Move,Unfurnished,North,,₹37 Lac ,3700000.0,650.0,3364.0,7.0,7.0
"2 BHK  House for Sale in Rajhans Belliza, Dumas Road Surat",Carpet Area,Resale,Ready to Move,Furnished,East,,₹45 Lac ,4500000.0,680.0,4500.0,6.0,14.0
"2 BHK Apartment for Sale in Rajhans Gold Residency, Jahangir Pura Surat",Super Area,Resale,Ready to Move,Unfurnished,North - West,"2 BHK flat for sale at Rajhans Residency-Unfurnished, Jahagirpura, 1175 sq-feet. Campus facing, wind direction, Vastu complied. Visit available with prior Intimation. Expected price 34L negotiable.Read more",₹38 Lac ,3800000.0,1175.0,3234.0,3.0,5.0
"2 BHK Apartment for Sale in Shagun Avenue, Parvat Patiya Surat",Super Area,Resale,Ready to Move,Unfurnished,West,,₹40.4 Lac ,4040000.0,1155.0,3500.0,6.0,13.0
"2 BHK Apartment for Sale in Ambica Arihant Heights, Palan Pur Patiya Surat",Carpet Area,Resale,Ready to Move,Semi-Furnished,South - East,"All rooms Tube light  and Fan installed, kitchen trolley availableRead more",₹42 Lac ,4200000.0,600.0,3611.0,8.0,12.0
2 BHK Apartment for Sale in Jay Mahakali Krupa Apartment Surat,Carpet Area,Resale,Ready to Move,Unfurnished,East,5 th floor buildind total 10 flat,₹35 Lac ,3500000.0,700.0,3684.0,4.0,5.0
3 BHK  House for Sale in Ishanpur Masma Surat,Super Area,New Property,Ready to Move,Unfurnished,North - East,,₹32.5 Lac ,3250000.0,1250.0,2600.0,0.0,2.0
3 BHK Penthouse for Sale in Lajpur Surat,Super Area,Resale,Ready to Move,Furnished,North,"Excellant location with entire village and surrounding views in village LAJPUR, very close to SACHINE and in between SURAT and NAVSARI.Read more",₹45 Lac ,4500000.0,1600.0,2812.0,3.0,3.0
2 BHK Builder Floor for Sale in Near Arya Club Tena Village Surat,Carpet Area,New Property,Ready to Move,Unfurnished,North,"just 18 km from adajan and 5 km from mora tekra, best for second weekend home , investment, rent income..   Loan facility, Rent income ,property managment available. only Rs.51000 token and rest via loan with free stemp duty and 6 month EMI and bank chargesRead more",₹18.5 Lac ,1850000.0,500.0,2373.0,5.0,5.0
2 BHK  House for Sale in Kamrej Surat,Super Area,Resale,Ready to Move,Semi-Furnished,East,,₹31 Lac ,3100000.0,520.0,5962.0,0.0,2.0
2 BHK Apartment for Sale in Amroli Surat,Carpet Area,New Property,Ready to Move,Furnished,East,,₹36 Lac ,3600000.0,700.0,3512.0,4.0,5.0
1 BHK Apartment for Sale in Kailash Nagar Surat,Carpet Area,Resale,Ready to Move,Furnished,South,1 bhk flat only for Jains fully furnished ready to move with Jain temple and Jain upasharyaRead more,₹28 Lac ,2800000.0,786.0,3562.0,6.0,11.0
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Luxurious 2 Bhk Flat For Sell In Althan,₹43.8 Lac ,4380000.0,713.0,3498.0,4.0,15.0
2 BHK  House for Sale in Kawas Surat,Super Area,Resale,Ready to Move,Unfurnished,North,Good society with Rcc roadgood amenities and well behaving families around.Read more,₹38 Lac ,3800000.0,1350.0,2815.0,1.0,2.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,Resale,Ready to Move,Unfurnished,East,Multistorey Apartment is located at the advantageous 5th floor in a tower of total 5 floors.Read more,₹28.5 Lac ,2850000.0,1180.0,2415.0,5.0,5.0
5 BHK  House for Sale in Sarsana Surat,Super Area,Resale,Ready to Move,Semi-Furnished,East,  Residential House faces East direction & is built upto 1 floors. Spacious interiors and well maintained house makes it a superb deal for sale. This spacious Residential House was constructed approx. 10 to 15 years years back. Read more,₹50 Lac ,5000000.0,1235.0,4049.0,0.0,1.0
1 BHK Apartment for Sale in Subhash Nagar Surat,Carpet Area,Resale,Ready to Move,Semi-Furnished,North - West,Road touch Widow in all rooms and balconie,₹23 Lac ,2300000.0,575.0,3833.0,3.0,4.0
"2 BHK Apartment for Sale in JT Stuti Highland, Palanpur Surat",Carpet Area,Resale,Ready to Move,Unfurnished,West,Multistorey apartment is available for sale. Ready to move in with garden view flat.Read more,₹38 Lac ,3800000.0,1276.0,2978.0,10.0,13.0
"2 BHK Apartment for Sale in Aksharkunj apartment, Udhna Surat",Carpet Area,Resale,Ready to Move,Semi-Furnished,South - East,"It is near to Lord Shiva Temple, 2 School, Garden, Market, Mall, Railway StationRead more",₹20 Lac ,2000000.0,675.0,2817.0,0.0,4.0
"2 BHK Apartment for Sale in Silver Plaza Complex, Silver Plaza Flats Surat",Super Area,Resale,Ready to Move,Furnished,East,,₹37 Lac ,3700000.0,1100.0,3364.0,6.0,7.0
"2 BHK Apartment for Sale in Sankheswar complex, Adajan Patiya Surat",Super Area,Resale,Ready to Move,Semi-Furnished,East,,₹28 Lac ,2800000.0,975.0,2871.0,7.0,9.0
2 BHK Apartment for Sale in Radhakishan Flats Surat,Carpet Area,Resale,Ready to Move,Unfurnished,North,Located at Very Prime area All facilities nearby available.Good peopleRead more,₹26.5 Lac ,2650000.0,650.0,2624.0,4.0,8.0
2 BHK  House for Sale in Udhana Surat,Carpet Area,Resale,Ready to Move,Unfurnished,North,adajan bus depot is within half k.m,₹41 Lac ,4100000.0,1080.0,3796.0,1.0,2.0
"2 BHK Apartment for Sale in JT Stuti Icon, Palanpur Surat",Super Area,Resale,Ready to Move,Furnished,East,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.8l2849723o palakbaban11Read more,₹39.8 Lac ,3979999.9999999995,1256.0,3165.0,13.0,13.0
2 BHK Apartment for Sale in Thakordwar Appartment Surat,Carpet Area,Resale,Ready to Move,Unfurnished,West,,₹40 Lac ,4000000.0,800.0,4000.0,2.0,4.0
2 BHK Apartment for Sale in D G Point parvat partiya surat Surat,Carpet Area,Resale,Ready to Move,Unfurnished,North - West,Multistorey apartment is available for sale. Property is on a road side destination and corner property in near Parvat Partiya char rasta.Read more,₹29.5 Lac ,2950000.0,1150.0,2565.217391304348,6.0,10.0
1 BHK Apartment for Sale in Khadsad Surat,Carpet Area,Resale,Ready to Move,Unfurnished,East,,₹25 Lac ,2500000.0,623.0,3981.0,5.0,5.0
1 BHK Penthouse for Sale in Hari Pura Surat,Carpet Area,Resale,Ready to Move,Semi-Furnished,East,,₹27 Lac ,2700000.0,1000.0,2250.0,5.0,5.0
"2 BHK Apartment for Sale in Prayosha Home, Dindoli Surat",Carpet Area,Resale,Ready to Move,Unfurnished,East,spacious with full facility,₹36 Lac ,3600000.0,1011.0,3560.8308605341244,2.0,7.0
2 BHK Apartment for Sale in Kailash Nagar Surat,Super Area,Resale,Ready to Move,Furnished,East,spacious,₹40 Lac ,4000000.0,1175.0,3404.0,2.0,7.0
2 BHK Apartment for Sale in Devadh Surat,Super Area,Resale,Ready to Move,Semi-Furnished,North,"fully vastu, South West flat",₹25 Lac ,2500000.0,1065.0,2347.0,3.0,5.0
"3 BHK Apartment for Sale in AG Sentosa Enclave, Godadara Surat",Carpet Area,Resale,Ready to Move,Unfurnished,West,"Home buyers an appealingly designed 3 BHK flat is available for sale in AG Sentosa Enclave, Godadara, Surat. This is a pretty new property with the age of construction less than 5 years and is close to key infrastructures. Hence, considering this abode to settle down with your loved ones is a wise choice.Property SpecificationsWest facing, this 3 BHK flat is positioned on the 2nd floor of a 5-storey building and is well-configured to receive adequate natural light and ventilation. Covering a carpet area of 1100 sqft, this flat is remarkably designed to offer comfortable living space.Presented unfurnished, this flat encompasses 3 comfy bedrooms, 3 bathrooms  1 Indian, 2 Western with geysers, a separate living  dining area, and a kitchen with an attached utility area. That is not all, there is a balcony linked to the hall and one can get a view of the main road.Furthermore, two of the bathrooms are ensuite with bedrooms for extra comfort while the 3rd bathroom is for common use. The flooring throughout the flat is adorned with elegant marble, adding a touch of sophistication to the ambiance. Whether youre looking for a comfortable family home or a wise investment opportunity, this property has it all.FacilitiesThis property provides convenient amenities including covered parking, 247 water supply, 100 power backup, security guards, CCTV surveillance, and a lift. Plus, a garden, sports room, and a party hall auditorium for leisure and entertainment are also available.LocalityThis property boasts a strategic location near several key landmarks. Shantikunj garden and Dindoli railway crossing are just a stones throw away, adding to the scenic beauty and convenience of the area. Social amenities such as schools, hospitals, malls, and supermarkets are walking distance away, and banking needs are met with close-by banks and ATMs.Public transport is easily accessible, enhancing your convenience. Also, Dindoli Railway Station is 2 to 4 km away and Godadara Railway Station is at a stretch of 4 km. This location offers the perfect blend of comfort and accessibility for a vibrant and well-connected lifestyle.Read more",₹38.1 Lac ,3810000.0,1100.0,2977.0,2.0,5.0
2 BHK Apartment for Sale in Sardar Complex behind Sarswati School Surat,Carpet Area,Resale,Ready to Move,Semi-Furnished,North,,₹23 Lac ,2300000.0,680.0,2671.0,4.0,4.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Super Area,Resale,Ready to Move,Semi-Furnished,East,This Multistorey Apartment is located at 5th floor in a building of total 5 floors.Read more,₹36 Lac ,3600000.0,1218.0,2956.0,5.0,5.0
"2 BHK Apartment for Sale in Radhe Krishna Residency, Dindoli Surat",Carpet Area,Resale,Ready to Move,Unfurnished,South - East,,₹35 Lac ,3500000.0,1150.0,2917.0,3.0,5.0
"2 BHK Apartment for Sale in Bhakti Shiv Dhara Residency, Mota Varachha Surat",Carpet Area,Resale,Ready to Move,Semi-Furnished,East,"well ventilated open terrace 2 BHK flat with store room, build in cupboard and 2 point for gas pipeline connectionRead more",₹24 Lac ,2400000.0,1024.0,2344.0,5.0,5.0
"1 BHK Apartment for Sale in Aastha Bhakti Heights, Amroli Surat",Carpet Area,Resale,Ready to Move,Unfurnished,East,,₹20.5 Lac ,2050000.0,550.0,2733.0,8.0,12.0
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Carpet Area,Resale,Ready to Move,Unfurnished,South,2bhk penthouse.,₹37.9 Lac ,3790000.0,1011.0,3250.0,14.0,14.0
1 BHK Apartment for Sale in Dholakiya garden Surat,Carpet Area,Resale,Ready to Move,Unfurnished,North,,₹18 Lac ,1800000.0,650.0,2769.0,2.0,4.0
"1 BHK Apartment for Sale in Omkar Residency, Palan Pur Patiya Surat",Super Area,Resale,Ready to Move,Unfurnished,West,open from three sides and garden side balcony,₹23 Lac ,2300000.0,730.0,3151.0,5.0,5.0
4 BHK  House for Sale in Pal Surat,Carpet Area,Resale,Ready to Move,Unfurnished,East,This Residential House of total 2 floors faces East direction. Ideal place to invest in for a family to make a beautiful house. The type of ownership is Freehold. Residential House spans over 25 X 40 Sq-ft in lengthRead more,₹34 Lac ,3400000.0,1450.0,2429.0,0.0,2.0
"1 BHK Apartment for Sale in Nil Gagan Apartment, Athwa Gate Surat",Super Area,Resale,Ready to Move,Semi-Furnished,East,"Multistorey apartment is available for sale. It has covered area 675 sq-ft, it is 1 BHK apartment. Please contact for more details.Read more",₹22 Lac ,2200000.0,675.0,3259.0,2.0,10.0
"2 BHK Apartment for Sale in Shivalik, Dabholi Surat",Super Area,Resale,Ready to Move,Unfurnished,East,,₹33.5 Lac ,3350000.0,1020.0,3285.0,2.0,4.0
3 BHK  House for Sale in Opp. Masma village Surat,Carpet Area,New Property,Ready to Move,Unfurnished,East,,₹46 Lac ,4600000.0,900.0,5111.0,1.0,1.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,Resale,Ready to Move,Unfurnished,East,"2BHK flat for sale at Rajhans Residency, Jahagirpura, 1175 sq feet. Campus facing , Wind direction,  Vastu complied. Visit available only on Sunday with prior Intimation.Expected price 34L negotiable.Read more",₹38 Lac ,3800000.0,1175.0,3234.0,3.0,5.0
"2 BHK Apartment for Sale in Neelkanth Residency, Palanpur Gam Surat",Carpet Area,Resale,Ready to Move,Unfurnished,East,"2 BHK flat for sale. It is a superb property and offers an excellent view. The flat is semi furnished and promises a comfortable stay for your family. The society has club house  community center, security personnel, intercom facilities, parking facilities, park etc. This residential locality is good with all basic amenities including hospitals, schools, shopping complex, colleges and markets available nearby.Read more",₹45 Lac ,4500000.0,775.0,3759.0,3.0,4.0
2 BHK  House for Sale in Dindoli Surat,Carpet Area,Resale,Ready to Move,Unfurnished,West,Roman elevation and 10 plus amenities,₹45 Lac ,4500000.0,592.0,7601.0,1.0,1.0
"2 BHK Apartment for Sale in Stuti Empress, Palan Pur Patiya Surat",Carpet Area,Resale,Ready to Move,Unfurnished,East,"Stuti Express placed at strategic location at the heart of an Adajan Excellent infrastructural network, offers quick access to most of the popular placesRead more",₹40 Lac ,4000000.0,1100.0,3205.0,11.0,12.0
2 BHK Apartment for Sale in Amroli Surat,Carpet Area,Resale,Ready to Move,Semi-Furnished,East,"Well vantilated, terrace flat on top floor.",₹27 Lac ,2700000.0,900.0,2637.0,5.0,5.0
"2 BHK Apartment for Sale in Happy Elegance, Vesu Surat",Super Area,Resale,Ready to Move,Unfurnished,North - East,g,₹45.2 Lac ,4520000.0,1209.0,3739.0,8.0,13.0
1 BHK Apartment for Sale in Adajan Surat,Super Area,Resale,Ready to Move,Unfurnished,West,,₹20 Lac ,2000000.0,616.0,3247.0,1.0,4.0
"2 BHK Apartment for Sale in Suryarath Apartment, Adajan Patiya Surat",Carpet Area,Resale,Ready to Move,Furnished,West,,₹45 Lac ,4500000.0,1200.0,3750.0,6.0,11.0
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,Resale,Ready to Move,Furnished,East,good place to live in surat..best place for Jains because  jain dearsar and upashray is nereby.very well developed roads.. easy transport service available..safety is good for children and old age peopleRead more,₹34 Lac ,3400000.0,690.0,4927.536231884058,5.0,10.0
2 BHK Apartment for Sale in ASHTVINAYAK RESIDENCY Surat,Carpet Area,Resale,Ready to Move,Unfurnished,North,,₹39 Lac ,3900000.0,650.0,3545.0,7.0,7.0
1 BHK Apartment for Sale in Rander Surat,Super Area,Resale,Ready to Move,Unfurnished,East,,₹22.5 Lac ,2250000.0,750.0,3000.0,7.0,10.0
2 BHK Apartment for Sale in Salabatura Surat,Carpet Area,Resale,Ready to Move,Furnished,East,balcony both room,₹35 Lac ,3500000.0,750.0,3182.0,4.0,4.0
"2 BHK Apartment for Sale in Ravi Darshan Apartment, Citylight Area Surat",Carpet Area,Resale,Ready to Move,Unfurnished,East,"wind direction flat view, top location in citilight area,  flat view nice, call for More information that Property,  nr by area all facilities available.Read more",₹35 Lac ,3500000.0,750.0,3889.0,7.0,10.0
